Nome Anonimizado;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Data de Nasc;IDADE_ALUNO;GÊNERO;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Ano ingresso;Pedra 20;Pedra 21;Pedra 22;Pedra 23;INDE 22;INDE 23;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV;Destaque IPV
Aluno-127;2023;Escola Pública;Escola Pública;Escola Pública;RA-127;5;B;7/18/2008;15;Feminino;Ametista;7,91935;QUEDA;QUEDA;OK;2022;;;Topázio;;8,283;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;7,8;6,26;8,4375;;6,4;4,7;6,3;8,2;;;8,6725;10;Fase 5 (1° EM);0;;;;
Aluno-114;2023;Escola Pública;Escola Pública;Escola Pública;RA-114;5;B;09/02/2006;17;Masculino;Quartzo;5,335;MANTIDO;MANTIDO;OK;2022;;;Quartzo;;5,894;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;6;3,14;7,5;;5,6;4;4,5;8,3;;;7,255;5;Fase 7 (3° EM);-2;;;;
Aluno-146;2023;Escola Pública;Escola Pública;Escola Pública;RA-146;5;C;06/06/2007;16;Feminino;Ametista;7,584483333;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,947;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;6,2;9,5;5;8,4375;;7,9;7,8;5,8;10;;;8,2125;5;Fase 6 (2° EM);-1;;;;
Aluno-1199;2023;Escola Pública;Escola Pública;Escola Pública;RA-1199;5;C;01/11/2006;17;Masculino;Ametista;7,024933333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;6,7;9,1;5;6,875;;6,2;6,8;5;6,7;;;8,0875;5;Fase 7 (3° EM);-2;;;;
Aluno-70;2023;Escola Pública;Escola Pública;Escola Pública;RA-70;5;C;8/20/2006;17;Feminino;Ágata;6,869133333;AVANÇO;AVANÇO;OK;2017;Ágata;Quartzo;Quartzo;;5,712;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;9,2;9,2;5;7,5;;4,3;3;3,5;6,3;;;7,545;5;Fase 7 (3° EM);-2;;;;
Aluno-107;2023;Escola Pública;Escola Pública;Escola Pública;RA-107;5;C;11/25/2007;15;Feminino;Ágata;6,845208333;MANTIDO;MANTIDO;OK;2018;Topázio;Ágata;Ágata;;6,258;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;0;8,5;5;7,34375;;7;6;5,2;9,7;;;7,5875;10;Fase 5 (1° EM);0;;;;
Aluno-1200;2023;Escola Pública;Escola Pública;Escola Pública;RA-1200;5;C;12/21/2007;15;Feminino;Quartzo;5,711166667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;0;6,4;5;7,5;;4;4,3;2,3;5,5;;;6,8725;10;Fase 5 (1° EM);0;;;;
Aluno-151;2023;Escola Pública;Escola Pública;Escola Pública;RA-151;5;C;6/15/2006;17;Feminino;Ágata;6,892541667;QUEDA;QUEDA;OK;2020;Ametista;Ametista;Ametista;;7,563;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;0;7,8;7,52;8,59375;;7,9;6,8;7;10;;;8,1725;5;Fase 7 (3° EM);-2;;;;
Aluno-85;2023;Escola Pública;Escola Pública;Escola Pública;RA-85;5;C;2/13/2007;16;Masculino;Ametista;7,08435;QUEDA;QUEDA;OK;2022;;;Ágata;;6,243;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;8,8;8,9;6,27;5,9375;;5,7;5,8;3,8;7,5;;;7,8425;5;Fase 6 (2° EM);-1;;;;
Aluno-1201;2023;Escola Pública;Escola Pública;Escola Pública;RA-1201;5;C;2/18/2008;15;Masculino;Topázio;8,378008333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;9,2;9,6;3,77;8,59375;;7,8;8,3;6,5;8,5;;;8,7575;10;Fase 5 (1° EM);0;;;;
Aluno-131;2023;Escola Pública;Escola Pública;Escola Pública;RA-131;5;F;2/15/2007;16;Feminino;Quartzo;5,952358333;QUEDA;QUEDA;OK;2016;Topázio;Ametista;Ametista;;7,174;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;7,8;5;7,65625;;2,2;0;3;3,5;;;6,8;5;Fase 6 (2° EM);-1;;;;
Aluno-132;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-132;5;F;3/28/2008;15;Feminino;Ametista;7,350625;QUEDA;QUEDA;OK;2019;Topázio;Ametista;Topázio;;8,355;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;8,7;2,52;7,65625;;6,5;6,3;6,5;6,7;;;7,715;10;Fase 5 (1° EM);0;;;;
Aluno-133;2023;Escola Pública;Escola Pública;Escola Pública;RA-133;5;F;4/27/2007;16;Feminino;Ágata;6,168416667;MANTIDO;MANTIDO;OK;2016;Ametista;Quartzo;Ágata;;6,875;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;7,9;2,52;7,1875;;5,3;5;4,3;6,7;;;6,505;5;Fase 6 (2° EM);-1;;;;
Aluno-104;2023;Escola Pública;Escola Pública;Escola Pública;RA-104;5;F;08/06/2004;19;Masculino;Quartzo;4,25;QUEDA;QUEDA;OK;2022;;;Ágata;;6,315;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;7,7;2,52;5,625;;2,6;3,7;1,8;2,3;;;5,6275;2,5;Fase 8 (Universitários);-3;;;;
Aluno-137;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-137;5;F;12/29/2005;17;Feminino;Quartzo;5,937025;QUEDA;QUEDA;OK;2016;Quartzo;Ágata;Ametista;;7,056;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;6,3;2,52;6,40625;;6;7,3;4,5;6,2;;;6,88;5;Fase 7 (3° EM);-2;;;;
Aluno-144;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-144;5;F;12/23/2008;14;Feminino;Quartzo;4,990333333;QUEDA;QUEDA;OK;2017;Ágata;Quartzo;Topázio;;8,181;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;5,2;2,52;6,25;;4,4;3,3;2,5;7,3;;;6;10;Fase 4 (9° ano);1;;;;
Aluno-1202;2023;Escola Pública;Escola Pública;Escola Pública;RA-1202;5;F;2/28/2007;16;Feminino;Ágata;6,202008333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;7,6;7,52;7,34375;;3,3;4,5;3,3;2;;;6,67;5;Fase 6 (2° EM);-1;;;;
Aluno-90;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-90;5;L;2/25/2009;14;Feminino;Topázio;8,699408333;MANTIDO;MANTIDO;OK;2019;Topázio;Topázio;Topázio;;9,442;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;10;9,6;7,52;8,59375;;7,7;6,7;6,8;9,5;;;8,1725;10;Fase 4 (9° ano);1;;;;
Aluno-167;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-167;5;L;08/10/2006;17;Feminino;Ametista;7,806141667;MANTIDO;MANTIDO;OK;2018;Ametista;Ametista;Ametista;;7,798;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;9,9;5;7,96875;;7,9;8,3;7,2;8,3;;;7,8375;5;Fase 7 (3° EM);-2;;;;
Aluno-168;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-168;5;L;11/15/2007;15;Feminino;Ágata;6,483083333;MANTIDO;MANTIDO;OK;2018;Ametista;Ametista;Ágata;;6,917;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;9,6;6,89;6,5625;;4,7;4,3;3;6,7;;;6,4225;10;Fase 5 (1° EM);0;;;;
Aluno-1203;2023;Escola Pública;Escola Pública;Escola Pública;RA-1203;5;L;10/04/2007;16;Feminino;Ametista;7,487841667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;10;2,52;7,96875;;7,2;6,7;5,8;9,2;;;7,8775;5;Fase 6 (2° EM);-1;;;;
Aluno-155;2023;Escola Pública;Escola Pública;Escola Pública;RA-155;5;L;6/18/2006;17;Masculino;Ágata;6,318991667;QUEDA;QUEDA;OK;2022;;;Ametista;;7,051;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,9;8,1;5;7,03125;;4,4;5,3;2,8;5,2;;;6,5875;5;Fase 7 (3° EM);-2;;;;
Aluno-94;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-94;5;L;07/01/2007;16;Feminino;Ametista;7,289333333;QUEDA;QUEDA;OK;2018;Ametista;Topázio;Topázio;;8,921;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;9,6;2,52;8,75;;7,2;7,7;4,8;9;;;7,795;5;Fase 6 (2° EM);-1;;;;
Aluno-81;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-81;5;L;3/22/2008;15;Feminino;Ametista;7,45425;MANTIDO;MANTIDO;OK;2017;Ametista;Topázio;Ametista;;7,675;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,6;8,8;2,52;7,8125;;6,3;8,7;4,7;5,5;;;7,2125;10;Fase 5 (1° EM);0;;;;
Aluno-302;2023;Escola Pública;Escola Pública;Escola Pública;RA-302;5;L;2/18/2006;17;Masculino;Quartzo;5,314333333;QUEDA;QUEDA;OK;2022;;;Ágata;;6,334;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;7,3;5;7,5;;4,3;4,7;2,3;5,8;;;6,255;5;Fase 7 (3° EM);-2;;;;
Aluno-171;2023;Escola Pública;Escola Pública;Escola Pública;RA-171;5;L;9/16/2006;17;Masculino;Ágata;6,293083333;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,581;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;7,2;5;7,1875;;5,2;4,5;4,8;6,2;;;6,755;5;Fase 7 (3° EM);-2;;;;
Aluno-160;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-160;5;L;9/21/2007;16;Feminino;Ágata;6,598266667;MANTIDO;MANTIDO;OK;2021;;Ágata;Ágata;;6,746;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;8,3;2,52;8,125;;5;3,3;3,8;8;;;7,46;5;Fase 6 (2° EM);-1;;;;
Aluno-1204;2023;Escola Pública;Escola Pública;Escola Pública;RA-1204;5;L;4/16/2007;16;Masculino;Ágata;6,940416667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;8,7;5;7,8125;;6,1;5;3,7;9,7;;;7,2125;5;Fase 6 (2° EM);-1;;;;
Aluno-1205;2023;Escola Pública;Escola Pública;Escola Pública;RA-1205;5;L;5/13/2005;18;Feminino;Ágata;6,806466667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;9,2;6,26;7,5;;5;5,2;3,7;6,2;;;7,085;2,5;Fase 8 (Universitários);-3;;;;
Aluno-173;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-173;5;L;11/16/2005;17;Masculino;Ametista;7,757466667;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Ametista;;7,816;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;8,5;6,26;8,125;;8,1;9;6,2;9,2;;;7,8775;5;Fase 7 (3° EM);-2;;;;
Aluno-166;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-166;5;L;06/03/2008;15;Masculino;Topázio;8,105583333;MANTIDO;MANTIDO;OK;2020;Ametista;Ametista;Topázio;;8,253;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;8,9;6,26;8,4375;;8,1;7;7,2;10;;;7,4625;10;Fase 5 (1° EM);0;;;;
Aluno-175;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-175;5;L;03/04/2007;16;Feminino;Ágata;6,569516667;MANTIDO;MANTIDO;OK;2018;Ametista;Ametista;Ágata;;6,75;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;9,2;2,52;7,1875;;4,8;5;5;4,5;;;7,085;5;Fase 6 (2° EM);-1;;;;
Aluno-153;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-153;5;M;8/15/2008;15;Feminino;Ametista;7,289966667;MANTIDO;MANTIDO;OK;2018;Ágata;Ametista;Ametista;;7,535;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;7,4;2,52;8,125;;6,4;6;5,3;8;;;7,71;10;Fase 5 (1° EM);0;;;;
Aluno-1206;2023;Escola Pública;Escola Pública;Escola Pública;RA-1206;5;M;5/17/2006;17;Feminino;Ágata;6,724183333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;8,3;2,52;7,8125;;5,6;4,7;3,7;8,3;;;7,7125;5;Fase 7 (3° EM);-2;;;;
Aluno-157;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-157;5;M;3/13/2010;13;Feminino;Ametista;7,879008333;QUEDA;QUEDA;OK;2018;Ametista;Topázio;Topázio;;8,317;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;9,9;2,52;8,59375;;6,8;6;6,8;7,5;;;8,63;10;Fase 3 (7° e 8° ano);2;;;;
Aluno-1207;2023;Escola Pública;Escola Pública;Escola Pública;RA-1207;5;M;02/12/2008;15;Feminino;Ametista;7,58235;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;9;5;7,8125;;5,5;5;4;7,5;;;7,63;10;Fase 5 (1° EM);0;;;;
Aluno-1208;2023;Escola Pública;Escola Pública;Escola Pública;RA-1208;5;M;2/29/2008;15;Masculino;Ametista;7,0651;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;8,8;2,52;6,875;;6,2;5;4,8;8,8;;;6,2525;10;Fase 5 (1° EM);0;;;;
Aluno-1209;2023;Escola Pública;Escola Pública;Escola Pública;RA-1209;5;M;10/23/2007;16;Feminino;Ametista;7,43375;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;9,4;5;7,8125;;7,4;7,7;5,7;8,8;;;7,7125;5;Fase 6 (2° EM);-1;;;;
Aluno-158;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-158;5;M;01/05/2009;14;Feminino;Ametista;7,297425;MANTIDO;MANTIDO;OK;2017;Ametista;Ametista;Ametista;;7,302;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;9;2,52;8,28125;;6;6;5,7;6,3;;;7,545;10;Fase 4 (9° ano);1;;;;
Aluno-161;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-161;5;M;5/29/2009;14;Feminino;Ágata;6,250166667;QUEDA;QUEDA;OK;2018;Ametista;Ametista;Ametista;;7,957;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;7,3;2,52;8,125;;5,8;7;4,5;6;;;7,795;10;Fase 4 (9° ano);1;;;;
Aluno-164;2023;Privada;Escola Privada;Escola Privada;RA-164;5;M;12/29/2006;16;Masculino;Quartzo;5,638666667;QUEDA;QUEDA;OK;2018;Ágata;Ágata;Ágata;;6,776;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;8,2;2,52;6,875;;5,8;6;4,2;7,3;;;6,9625;5;Fase 6 (2° EM);-1;;;;
Aluno-1210;2023;Escola Pública;Escola Pública;Escola Pública;RA-1210;5;M;10/20/2007;16;Feminino;Ametista;7,171083333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,6;9,4;5;7,8125;;4,7;5;2;7;;;8,09;5;Fase 6 (2° EM);-1;;;;
Aluno-165;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-165;5;M;08/02/2008;15;Feminino;Ametista;7,583433333;QUEDA;QUEDA;OK;2017;Ametista;Ametista;Topázio;;8,063;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;9,2;2,52;8,125;;7,3;7,3;6,2;8,3;;;7,795;10;Fase 5 (1° EM);0;;;;
Aluno-1211;2023;Escola Pública;Escola Pública;Escola Pública;RA-1211;5;M;7/24/2007;16;Feminino;Ametista;7,09205;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;9,1;5;7,8125;;6,2;6,3;4,5;7,8;;;7,7125;5;Fase 6 (2° EM);-1;;;;
Aluno-1212;2023;Escola Pública;Escola Pública;Escola Pública;RA-1212;5;M;7/20/2007;16;Feminino;Ágata;6,755358333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;8,9;5;7,65625;;4,2;0;3,5;9;;;7,715;5;Fase 6 (2° EM);-1;;;;
Aluno-1213;2023;Escola Pública;Escola Pública;Escola Pública;RA-1213;5;M;07/03/2006;17;Feminino;Quartzo;5,95625;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;8,4;2,52;7,8125;;6;6,7;4,8;6,5;;;7,715;5;Fase 7 (3° EM);-2;;;;
Aluno-40;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-40;6;A;8/28/2006;17;Feminino;Ametista;7,169975;MANTIDO;MANTIDO;OK;2016;Ametista;Ágata;Ametista;;7,203;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;8,2;7,52;7,96875;;5,9;6,2;5,7;5,8;;;7,755;5;Fase 7 (3° EM);-1;;;;
Aluno-1214;2023;Escola Pública;Escola Pública;Escola Pública;RA-1214;6;A;2/28/2007;16;Masculino;Topázio;8,378666667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,6;9,8;6,89;7,5;;7,4;8;5;9,3;;;7,6725;10;Fase 6 (2° EM);0;;;;
Aluno-71;2023;Escola Pública;Escola Pública;Escola Pública;RA-71;6;A;04/11/2005;18;Feminino;Ametista;7,3651;AVANÇO;AVANÇO;OK;2019;Ágata;Ametista;Quartzo;;4,332;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;9,8;6,26;7,5;;6,6;7,3;5,5;7;;;7,7125;5;Fase 8 (Universitários);-2;;;;
Aluno-53;2023;Concluiu o 3º EM;Bolsista Universitário e Outros;Bolsista Universitário e Outros;RA-53;6;A;4/13/2005;18;Masculino;Ametista;7,600633333;QUEDA;QUEDA;OK;2022;;;Ágata;;6,725;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;9,1;5,63;7,5;;7,7;7,3;6,5;9,2;;;7,5875;5;Fase 8 (Universitários);-2;;;;
Aluno-43;2023;Escola Pública;Escola Pública;Escola Pública;RA-43;6;A;6/27/2006;17;Feminino;Ágata;6,4622;AVANÇO;AVANÇO;OK;2019;Ametista;Ágata;Quartzo;;5,486;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,9;6,7;5,63;7,5;;5;4;5;6;;;7,5875;5;Fase 7 (3° EM);-1;;;;
Aluno-55;2023;Escola Pública;Escola Pública;Escola Pública;RA-55;6;A;10/07/2006;17;Feminino;Ágata;6,898033333;MANTIDO;MANTIDO;OK;2017;Ametista;Ametista;Ágata;;6,576;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,9;8,1;3,14;7,5;;7,1;8,7;6,5;6;;;7,545;5;Fase 7 (3° EM);-1;;;;
Aluno-44;2023;Escola Pública;Escola Pública;Escola Pública;RA-44;6;A;09/11/2005;18;Feminino;Ágata;6,258333333;AVANÇO;AVANÇO;OK;2021;;Ametista;Quartzo;;5,542;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;8,5;5,01;7,5;;6,9;7,3;5,8;7,5;;;7,17;5;Fase 8 (Universitários);-2;;;;
Aluno-1215;2023;Escola Pública;Escola Pública;Escola Pública;RA-1215;6;A;6/13/2007;16;Feminino;Ágata;6,339466667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;5,6;5;7,5;;4,1;5;2,7;4,7;;;7,1725;10;Fase 6 (2° EM);0;;;;
Aluno-45;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-45;6;A;04/04/2007;16;Feminino;Topázio;8,303591667;AVANÇO;AVANÇO;OK;2019;Ametista;Topázio;Ametista;;7,591;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;9,6;6,26;8,28125;;7,9;7,8;6,3;9,7;;;8,1725;10;Fase 6 (2° EM);0;;;;
Aluno-56;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-56;6;A;5/16/2007;16;Feminino;Topázio;8,284333333;MANTIDO;MANTIDO;OK;2019;Topázio;Topázio;Topázio;;8,404;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,6;9,5;5;8,125;;7,8;7,8;5,5;10;;;7,8;10;Fase 6 (2° EM);0;;;;
Aluno-57;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-57;6;A;07/09/2006;17;Masculino;Ágata;6,450875;QUEDA;QUEDA;OK;2017;Ametista;Ametista;Ametista;;7,305;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;8;5,63;7,96875;;7,2;7,8;6,8;7;;;7,755;5;Fase 7 (3° EM);-1;;;;
Aluno-58;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-58;6;A;05/03/2007;16;Masculino;Ametista;7,70625;QUEDA;QUEDA;OK;2017;Topázio;Topázio;Topázio;;8,136;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;9,7;6,26;8,4375;;8,1;7,8;6,5;10;;;8,3825;10;Fase 6 (2° EM);0;;;;
Aluno-59;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-59;6;A;10/11/2005;18;Masculino;Ametista;7,692291667;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,642;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;9,6;5,63;8,28125;;7,2;7,7;6,8;7,2;;;8,4225;5;Fase 8 (Universitários);-2;;;;
Aluno-1216;2023;Concluiu o 3º EM;Bolsista Universitário e Outros;Bolsista Universitário e Outros;RA-1216;6;A;3/15/2004;19;Feminino;Ametista;7,7105;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,6;9;5,63;7,5;;7,9;8,7;5,3;9,7;;;7,795;5;Fase 8 (Universitários);-2;;;;
Aluno-78;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-78;6;A;09/03/2005;18;Feminino;Ágata;6,434625;QUEDA;QUEDA;OK;2018;Ametista;Ágata;Ametista;;7,04;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;7,7;6,26;8,28125;;6,7;8,5;4,8;6,8;;;8,0025;5;Fase 8 (Universitários);-2;;;;
Aluno-79;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-79;6;A;10/08/2006;17;Feminino;Ágata;6,635883333;MANTIDO;MANTIDO;OK;2018;Ametista;Ágata;Ágata;;6,847;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;5,8;6,2;5;7,8125;;7,6;6;7,7;9;;;7,59;5;Fase 7 (3° EM);-1;;;;
Aluno-61;2023;Escola Pública;Escola Pública;Escola Pública;RA-61;6;A;3/20/2007;16;Masculino;Ametista;7,382108333;MANTIDO;MANTIDO;OK;2021;;Ágata;Ametista;;7,533;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;7;6,26;7,96875;;6,2;6,7;4,3;7,5;;;7,4625;10;Fase 6 (2° EM);0;;;;
Aluno-63;2023;Escola Pública;Escola Pública;Escola Pública;RA-63;6;A;10/07/2006;17;Masculino;Topázio;8,0641;MANTIDO;MANTIDO;OK;2018;Ametista;Ametista;Topázio;;8,282;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;9;6,89;8,75;;8,7;9,3;7,3;9,5;;;8,9675;5;Fase 7 (3° EM);-1;;;;
Aluno-64;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-64;6;A;07/06/2006;17;Feminino;Ametista;7,452541667;MANTIDO;MANTIDO;OK;2019;Ametista;Topázio;Ametista;;7,368;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;9,2;6,89;7,34375;;6,7;7;6;7,2;;;7,9625;5;Fase 7 (3° EM);-1;;;;
Aluno-48;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-48;6;A;5/21/2007;16;Feminino;Ametista;7,797058333;MANTIDO;MANTIDO;OK;2017;Ametista;Ametista;Ametista;;8,006;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;8,4;6,26;7,65625;;7,7;8,3;5,7;9;;;7,6275;10;Fase 6 (2° EM);0;;;;
